,eid,dataset
1579,100007306,training
1580,100007309,training
1581,100007311,training
1582,100007326,training
1583,100007330,training
1584,100007340,training
1585,100007341,training
1586,100007380,training
1587,100007396,training
1588,100007400,training
1589,100007416,training
1590,100007423,training
1591,100007440,training
1592,100007441,training
1593,100007448,training
1594,100007462,training
1595,100007480,training
1596,100007505,training
1597,100007510,training
1598,100007512,training
1599,100007517,training
1600,100007539,training
1601,100007555,training
1602,100007561,training
1603,100007566,training
1604,100007569,training
1605,100007570,training
1606,100007581,training
1607,100007582,training
1608,100007584,training
1609,100007585,training
1610,100007586,training
1611,100007588,training
1612,100007590,training
1613,100007591,training
1614,100007594,training
1615,100007595,training
1616,100007597,training
1617,100007598,training
1618,100007599,training
1619,100007600,training
1620,100007615,training
1621,100007623,training
1622,100007642,training
1623,100007643,training
1624,100007648,training
1625,100007663,training
1626,100007669,training
1627,100007673,training
1628,100007679,training
1629,100007686,training
1630,100007689,training
1631,100007697,training
1632,100007701,training
1633,100007737,training
1634,100007741,training
1635,100007745,training
1636,100007748,training
1637,100007751,training
1638,100007758,training
1639,100007763,training
1640,100007768,training
1641,100007771,training
1642,100007774,training
1643,100007776,training
1644,100007777,training
1645,100007784,training
1646,100007792,training
1647,100007793,training
1648,100007798,training
1649,100007800,training
1650,100007822,training
1651,100007835,training
1652,100007840,training
1653,100007842,training
1654,100007874,training
1655,100007883,training
1656,100007885,training
1657,100007886,training
1658,100007893,training
1659,100007899,training
1660,100007910,training
1661,100007914,training
1662,100007915,training
1663,100007930,training
1664,100007937,training
1665,100007949,training
1666,100007953,training
1667,100007954,training
1668,100007959,training
1669,100007960,training
1670,100007971,training
1671,100007981,training
1672,100007982,training
1673,100007985,training
1674,100008008,training
1675,100008031,training
1676,100008066,training
1677,100008151,training
1678,100008168,training
1679,100008173,training
1680,100008176,training
1681,100008187,training
1682,100008189,training
1683,100008214,training
1684,100008217,training
1685,100008227,training
1686,100008229,training
1687,100008237,training
1688,100008257,training
1689,100008267,training
1690,100008273,training
1691,100008280,training
1692,100008283,training
1693,100008287,training
1694,100008295,training
1695,100008297,training
1696,100008298,training
1697,100008299,training
1698,100008319,training
1699,100008320,training
1700,100008336,training
1701,100008338,training
1702,100008339,training
1703,100008351,training
1704,100008363,training
1705,100008383,training
1706,100008384,training
1707,100008395,training
1708,100008396,training
1709,100008408,training
1710,100008424,training
1711,100008434,training
1712,100008436,training
1713,100008437,training
1714,100008445,training
1715,100008457,training
1716,100008461,training
1717,100008485,training
1718,100008499,training
1719,100008522,training
1720,100008549,training
1721,100008598,training
1722,100008602,training
1723,100008606,training
1724,100008619,training
1725,100008630,training
1726,100008653,training
1727,100008660,training
1728,100008661,training
1729,100008668,training
1730,100008676,training
1731,100008682,training
1732,100008687,training
1733,100008702,training
1734,100008737,training
1735,100008765,training
1736,100008770,training
1737,100008776,training
1738,100008799,training
1739,100008803,training
1740,100008818,training
1741,100008822,training
1742,100008823,training
1743,100008845,training
1744,100008848,training
1745,100008851,training
1746,100008865,training
1747,100008877,training
1748,100008890,training
1749,100008895,training
1750,100008904,training
1751,100008905,training
1752,100008921,training
1753,100008923,training
1754,100008931,training
1755,100008952,training
1756,100008962,training
1757,100008966,training
1758,100008968,training
1759,100008973,training
1760,100008975,training
1761,100008976,training
1762,100008980,training
1763,100008983,training
1764,100008990,training
1765,100008992,training
1766,100008994,training
1767,100008996,training
1768,100008997,training
1769,100009015,training
1770,100009016,training
1771,100009017,training
1772,100009023,training
1773,100009028,training
1774,100009031,training
1775,100009036,training
1776,100009055,training
1777,100009059,training
1778,100009060,training
1779,100009068,training
1780,100009072,training
1781,100009078,training
1782,100009085,training
1783,100009089,training
1784,100009102,training
1785,100009104,training
1786,100009106,training
1787,100009110,training
1788,100009113,training
1789,100009116,training
1790,100009121,training
1791,100009124,training
1792,100009127,training
1793,100009131,training
1794,100009136,training
1795,100009138,training
1796,100009141,training
1797,100009159,training
1798,100009161,training
1799,100009171,training
1800,100009178,training
1801,100009194,training
1802,100009200,training
1803,100009220,training
1804,100009222,training
1805,100009225,training
1806,100009242,training
1807,100009243,training
1808,100009255,training
1809,100009258,training
1810,100009265,training
1811,100009269,training
1812,100009270,training
1813,100009280,training
1814,100009294,training
1815,100009301,training
1816,100009302,training
1817,100009307,training
1818,100009309,training
1819,100009318,training
1820,100009320,training
1821,100009321,training
1822,100009329,training
1823,100009343,training
1824,100009346,training
1825,100009352,training
1826,100009356,training
1827,100009358,training
1828,100009359,training
1829,100009361,training
1830,100009364,training
1831,100009371,training
1832,100009375,training
1833,100009382,training
1834,100009383,training
1835,100009384,training
1836,100009396,training
1837,100009397,training
1838,100009398,training
1839,100009405,training
1840,100009412,training
1841,100009426,training
1842,100009427,training
1843,100009429,training
1844,100009433,training
1845,100009448,training
1846,100009449,training
1847,100009452,training
1848,100009459,training
1849,100009464,training
1850,100009483,training
1851,100009484,training
1852,100009494,training
1853,100009495,training
1854,100009499,training
1855,100009513,training
1856,100009518,training
1857,100009519,training
1858,100009521,training
1859,100009527,training
1860,100009530,training
1861,100009532,training
1862,100009534,training
1863,100009539,training
1864,100009543,training
1865,100009559,training
1866,100009564,training
1867,100009565,training
1868,100009566,training
1869,100009571,training
1870,100009583,training
1871,100009596,training
1872,100009603,training
1873,100009604,training
1874,100009612,training
1875,100009613,training
1876,100009618,training
1877,100009626,training
1878,100009628,training
1879,100009630,training
1880,100009633,training
1881,100009635,training
1882,100009641,training
1883,100009642,training
1884,100009645,training
1885,100009646,training
1886,100009647,training
1887,100009649,training
1888,100009658,training
1889,100009660,training
1890,100009680,training
1891,100009683,training
1892,100009684,training
1893,100009691,training
1894,100009694,training
1895,100009716,training
1896,100009721,training
1897,100009729,training
1898,100009730,training
1899,100009734,training
1900,100009737,training
1901,100009761,training
1902,100009785,training
1903,100009801,training
1904,100009830,training
1905,100009850,training
1906,100009851,training
1907,100009855,training
1908,100009857,training
1909,100009861,training
1910,100009879,training
1911,100009885,training
1912,100009886,training
1913,100009890,training
1914,100009893,training
1915,100009908,training
1916,100009910,training
1917,100009912,training
1918,100009913,training
1919,100009916,training
1920,100009917,training
1921,100009927,training
1922,100009937,training
1923,100009946,training
1924,100009953,training
1925,100009954,training
1926,100009955,training
1927,100009961,training
1928,100009965,training
1929,100009977,training
1930,100009984,training
1931,100009993,training
1932,100009994,training
1933,100010000,training
1934,100010015,training
1935,100010018,training
1936,100010019,training
1937,100010038,training
1938,100010044,training
1939,100010053,training
1940,100010057,training
1941,100010067,training
1942,100010075,training
1943,100010081,training
1944,100010089,training
1945,100010090,training
1946,100010092,training
1947,100010093,training
1948,100010098,training
1949,100010104,training
1950,100010110,training
1951,100010114,training
1952,100010119,training
1953,100010127,training
1954,100010133,training
1955,100010138,training
1956,100010140,training
1957,100010145,training
1958,100010149,training
1959,100010154,training
1960,100010160,training
1961,100010161,training
1962,100010166,training
1963,100010178,training
1964,100010185,training
1965,100010188,training
1966,100010189,training
1967,100010191,training
1968,100010196,training
1969,100010207,training
1970,100010213,training
1971,100010215,training
1972,100010222,training
1973,100010223,training
1974,100010233,training
1975,100010238,training
1976,100010240,training
1977,100010241,training
1978,100010297,training
1979,100010303,training
1980,100010318,training
1981,100010327,training
1982,100010332,training
1983,100010347,training
1984,100010349,training
1985,100010352,training
1986,100010369,training
1987,100010371,training
1988,100010376,training
1989,100010386,training
1990,100010387,training
1991,100010390,training
1992,100010412,training
1993,100010420,training
1994,100010421,training
1995,100010434,training
1996,100010444,training
1997,100010458,training
1998,100010465,training
1999,100010467,training
2000,100010468,training
2001,100010470,training
2002,100010484,training
2003,100010489,training
2004,100010490,training
2005,100010494,training
2006,100010500,training
2007,100010520,training
2008,100010539,training
2009,100010544,training
2010,100010547,training
2011,100010548,training
2012,100010553,training
2013,100010557,training
2014,100010568,training
2015,100010571,training
2016,100010591,training
2017,100010600,training
2018,100010682,training
2019,100010694,training
2020,100010695,training
2021,100010696,training
2022,100010697,training
2023,100010698,training
2024,100010708,training
2025,100010718,training
2026,100010725,training
2027,100010728,training
2028,100010731,training
2029,100010735,training
2030,100010743,training
2031,100010747,training
2032,100010749,training
2033,100010753,training
2034,100010756,training
2035,100010765,training
2036,100010766,training
2037,100010771,training
2038,100010775,training
2039,100010780,training
2040,100010793,training
2041,100010798,training
2042,100010803,training
2043,100010814,training
2044,100010815,training
2045,100010817,training
2046,100010818,training
2047,100010821,training
2048,100010827,training
2049,100010845,training
2050,100010851,training
2051,100010865,training
2052,100010867,training
2053,100010874,training
2054,100010880,training
2055,100010885,training
2056,100010897,training
2057,100010900,training
2058,100010904,training
2059,100010906,training
2060,100010908,training
2061,100010912,training
2062,100010931,training
2063,100010933,training
2064,100010934,training
2065,100010937,training
2066,100010942,training
2067,100010947,training
2068,100010958,training
2069,100010959,training
2070,100010972,training
2071,100010975,training
2072,100010998,training
2073,100011006,training
2074,100011017,training
2075,100011021,training
2076,100011029,training
2077,100011044,training
2078,100011055,training
2079,100011056,training
2080,100011057,training
2081,100011062,training
2082,100011076,training
2083,100011082,training
2084,100011084,training
2085,100011088,training
2086,100011099,training
2087,100011109,training
2088,100011118,training
2089,100011122,training
2090,100011125,training
2091,100011136,training
2092,100011140,training
2093,100011141,training
2094,100011146,training
2095,100011150,training
2096,100011158,training
2097,100011160,training
2098,100011166,training
2099,100011167,training
2100,100011173,training
2101,100011200,training
2102,100011201,training
2103,100011215,training
2104,100011218,training
2105,100011224,training
2106,100011225,training
2107,100011226,training
2108,100011234,training
2109,100011239,training
2110,100011240,training
2111,100011244,training
2112,100011247,training
2113,100011262,training
2114,100011263,training
2115,100011266,training
2116,100011273,training
2117,100011274,training
2118,100011275,training
2119,100011279,training
2120,100011284,training
2121,100011298,training
2122,100011310,training
2123,100011311,training
2124,100011316,training
2125,100011329,training
2126,100011333,training
2127,100011335,training
2128,100011344,training
2129,100011348,training
2130,100011357,training
2131,100011370,training
2132,100011395,training
2133,100011396,training
2134,100011398,training
2135,100011399,training
2136,100011414,training
2137,100011437,training
2138,100011440,training
2139,100011446,training
2140,100011459,training
2141,100011466,training
2142,100011473,training
2143,100011507,training
2144,100011509,training
2145,100011511,training
2146,100011519,training
2147,100011528,training
2148,100011553,training
2149,100011565,training
2150,100011574,training
2151,100011578,training
2152,100011583,training
2153,100011589,training
2154,100011596,training
2155,100011601,training
2156,100011603,training
2157,100011605,training
2158,100011607,training
2159,100011618,training
2160,100011623,training
2161,100011625,training
2162,100011637,training
2163,100011638,training
2164,100011646,training
2165,100011648,training
2166,100011663,training
2167,100011671,training
2168,100011683,training
2169,100011694,training
2170,100011701,training
2171,100011709,training
2172,100011710,training
2173,100011711,training
2174,100011712,training
2175,100011719,training
2176,100011728,training
2177,100011729,training
2178,100011753,training
2179,100011756,training
2180,100011770,training
2181,100011782,training
2182,100011790,training
2183,100011792,training
2184,100011804,training
2185,100011835,training
2186,100011837,training
2187,100011841,training
2188,100011843,training
2189,100011852,training
2190,100011856,training
2191,100011874,training
2192,100011882,training
2193,100011899,training
2194,100011908,training
2195,100011912,training
2196,100011916,training
2197,100011917,training
2198,100011922,training
2199,100011938,training
2200,100011941,training
2201,100011943,training
2202,100011961,training
2203,100011962,training
2204,100011964,training
2205,100011966,training
2206,100011970,training
2207,100011971,training
2208,100011972,training
2209,100011975,training
2210,100011977,training
2211,100011979,training
2212,100011982,training
2213,100011983,training
2214,100011987,training
2215,100011991,training
2216,100012001,training
2217,100012011,training
2218,100012016,training
2219,100012027,training
2220,100012029,training
2221,100012032,training
2222,100012034,training
2223,100012037,training
2224,100012040,training
2225,100012042,training
2226,100012052,training
2227,100012062,training
2228,100012072,training
2229,100012076,training
2230,100012082,training
2231,100012088,training
2232,100012090,training
2233,100012091,training
2234,100012098,training
2235,100012116,training
2236,100012142,training
2237,100012144,training
2238,100012156,training
2239,100012158,training
2240,100012166,training
2241,100012176,training
2242,100012181,training
2243,100012192,training
2244,100012196,training
2245,100012202,training
2246,100012210,training
2247,100012213,training
2248,100012217,training
2249,100012226,training
2250,100012229,training
2251,100012231,training
2252,100012257,training
2253,100012268,training
2254,100012292,training
2255,100012299,training
2256,100012318,training
2257,100012322,training
2258,100012328,training
2259,100012333,training
2260,100012349,training
2261,100012353,training
2262,100012360,training
2263,100012365,training
2264,100012370,training
2265,100012374,training
2266,100012380,training
2267,100012398,training
2268,100012404,training
2269,100012446,training
2270,100012464,training
2271,100012475,training
2272,100012479,training
2273,100012480,training
2274,100012482,training
2275,100012487,training
2276,100012489,training
2277,100012495,training
2278,100012511,training
2279,100012514,training
2280,100012517,training
2281,100012520,training
2282,100012533,training
2283,100012541,training
2284,100012563,training
2285,100012565,training
2286,100012572,training
2287,100012579,training
2288,100012580,training
2289,100012588,training
2290,100012601,training
2291,100012606,training
2292,100012609,training
2293,100012633,training
2294,100012637,training
2295,100012641,training
2296,100012643,training
2297,100012648,training
2298,100012651,training
2299,100012652,training
2300,100012657,training
2301,100012662,training
2302,100012673,training
2303,100012693,training
2304,100012707,training
2305,100012709,training
2306,100012723,training
2307,100012728,training
2308,100012733,training
2309,100012748,training
2310,100012767,training
2311,100012768,training
2312,100012771,training
2313,100012781,training
2314,100012787,training
2315,100012790,training
2316,100012795,training
2317,100012814,training
2318,100012819,training
2319,100012820,training
2320,100012823,training
2321,100012826,training
2322,100012870,training
2323,100012873,training
2324,100012878,training
2325,100012881,training
2326,100012886,training
2327,100012897,training
2328,100013123,training
2329,100013136,training
2330,100013139,training
2331,100013142,training
2332,100013176,training
2333,100013181,training
2334,100013192,training
2335,100013193,training
2336,100013195,training
2337,100013217,training
2338,100013221,training
2339,100013223,training
2340,100013234,training
2341,100013237,training
2342,100013249,training
2343,100013257,training
2344,100013258,training
2345,100013263,training
2346,100013265,training
2347,100013268,training
2348,100013271,training
2349,100013275,training
2350,100013279,training
2351,100013295,training
2352,100013308,training
2353,100013314,training
2354,100013324,training
2355,100013335,training
2356,100013350,training
2357,100013353,training
2358,100013355,training
2359,100013372,training
2360,100013384,training
2361,100013391,training
2362,100013400,training
2363,100013427,training
2364,100013435,training
2365,100013436,training
2366,100013441,training
2367,100013451,training
2368,100013453,training
2369,100013491,training
2370,100013503,training
2371,100013507,training
2372,100013508,training
2373,100013511,training
2374,100013525,training
2375,100013526,training
2376,100013528,training
2377,100013529,training
2378,100013530,training
2379,100013532,training
2380,100013533,training
2381,100013536,training
2382,100013538,training
2383,100013539,training
2384,100013540,training
2385,100013542,training
2386,100013579,training
2387,100013619,training
2388,100013653,training
2389,100013664,training
2390,100013672,training
2391,100013684,training
2392,100013686,training
2393,100013695,training
2394,100013698,training
2395,100013701,training
2396,100013712,training
2397,100013717,training
2398,100013718,training
2399,100013722,training
2400,100013726,training
2401,100013729,training
2402,100013736,training
2403,100013737,training
2404,100013740,training
2405,100013746,training
2406,100013747,training
2407,100013758,training
2408,100013761,training
2409,100013765,training
2410,100013766,training
2411,100013768,training
2412,100013777,training
2413,100013778,training
2414,100013795,training
2415,100013806,training
2416,100013812,training
2417,100013829,training
2418,100013856,training
2419,100013865,training
2420,100013874,training
2421,100013890,training
2422,100013892,training
2423,100013906,training
2424,100013911,training
2425,100013922,training
2426,100013931,training
2427,100013940,training
2428,100013944,training
2429,100013949,training
2430,100013953,training
2431,100013955,training
2432,100013957,training
2433,100013961,training
2434,100013978,training
2435,100013984,training
2436,100013994,training
2437,100013995,training
2438,100013997,training
2439,100014003,training
2440,100014014,training
2441,100014019,training
2442,100014021,training
2443,100014023,training
2444,100014058,training
2445,100014098,training
2446,100014118,training
2447,100014119,training
2448,100014128,training
2449,100014147,training
2450,100014150,training
2451,100014196,training
2452,100014220,training
2453,100014227,training
2454,100014228,training
2455,100014235,training
2456,100014237,training
2457,100014243,training
2458,100014250,training
2459,100014261,training
2460,100014263,training
2461,100014266,training
2462,100014286,training
2463,100014318,training
2464,100014321,training
2465,100014341,training
2466,100014349,training
2467,100014369,training
2468,100014372,training
2469,100014377,training
2470,100014388,training
2471,100014390,training
2472,100014395,training
2473,100014397,training
2474,100014404,training
2475,100014425,training
2476,100014428,training
2477,100014435,training
2478,100014447,training
2479,100014453,training
2480,100014457,training
2481,100014467,training
2482,100014470,training
2483,100014471,training
2484,100014475,training
2485,100014485,training
2486,100014495,training
2487,100014507,training
2488,100014516,training
2489,100014524,training
2490,100014531,training
2491,100014546,training
2492,100014574,training
2493,100014597,training
2494,100014603,training
2495,100014608,training
2496,100014614,training
2497,100014620,training
2498,100014621,training
2499,100014640,training
2500,100014649,training
2501,100014667,training
2502,100014672,training
2503,100014680,training
2504,100014704,training
2505,100014705,training
2506,100014714,training
2507,100014717,training
2508,100014718,training
2509,100014720,training
2510,100014722,training
2511,100014723,training
2512,100014727,training
2513,100014750,training
2514,100014785,training
2515,100014811,training
2516,100014812,training
2517,100014813,training
2518,100014818,training
2519,100014830,training
2520,100014840,training
2521,100014841,training
2522,100014844,training
2523,100014848,training
2524,100014851,training
2525,100014857,training
2526,100014867,training
2527,100014871,training
2528,100014877,training
2529,100014895,training
2530,100014903,training
2531,100014924,training
2532,100014931,training
2533,100014935,training
2534,100014962,training
2535,100014968,training
2536,100014980,training
2537,100014998,training
2538,100015002,training
2539,100015009,training
2540,100015033,training
2541,100015043,training
2542,100015063,training
2543,100015066,training
2544,100015067,training
2545,100015081,training
2546,100015083,training
2547,100015088,training
2548,100015089,training
2549,100015095,training
2550,100015099,training
2551,100015121,training
2552,100015131,training
2553,100015148,training
2554,100015164,training
2555,100015171,training
2556,100015174,training
2557,100015184,training
2558,100015188,training
2559,100015203,training
2560,100015204,training
2561,100015216,training
2562,100015220,training
2563,100015221,training
2564,100015264,training
2565,100015265,training
2566,100015278,training
2567,100015281,training
2568,100015285,training
2569,100015332,training
2570,100015351,training
2571,100015370,training
2572,100015377,training
2573,100015381,training
2574,100015382,training
2575,100015383,training
2576,100015406,training
2577,100015422,training
2578,100015425,training
2579,100015430,training
2580,100015436,training
2581,100015459,training
2582,100015460,training
2583,100015480,training
2584,100015483,training
2585,100015517,training
2586,100015518,training
2587,100015542,training
2588,100015545,training
2589,100015553,training
2590,100015557,training
2591,100015558,training
2592,100015564,training
2593,100015566,training
2594,100015571,training
2595,100015579,training
2596,100015592,training
2597,100015602,training
2598,100015610,training
2599,100015632,training
2600,100015640,training
2601,100015646,training
2602,100015683,training
2603,100015688,training
2604,100015693,training
2605,100015711,training
2606,100015734,training
2607,100015737,training
2608,100015738,training
2609,100015751,training
2610,100015833,training
2611,100015850,training
2612,100015851,training
2613,100015865,training
2614,100015869,training
2615,100015871,training
2616,100015872,training
2617,100015878,training
2618,100015879,training
2619,100015882,training
2620,100015886,training
2621,100015890,training
2622,100015891,training
2623,100015892,training
2624,100015893,training
2625,100015897,training
2626,100015898,training
2627,100015903,training
2628,100015908,training
2629,100015917,training
2630,100015934,training
2631,100015939,training
2632,100015960,training
2633,100015961,training
2634,100015964,training
2635,100015965,training
2636,100015980,training
2637,100016014,training
2638,100016016,training
2639,100016020,training
2640,100016024,training
2641,100016033,training
2642,100016101,training
2643,100016106,training
2644,100016110,training
2645,100016118,training
2646,100016139,training
2647,100016144,training
2648,100016147,training
2649,100016151,training
2650,100016158,training
2651,100016167,training
2652,100016172,training
2653,100016175,training
2654,100016187,training
2655,100016195,training
2656,100016216,training
2657,100016217,training
2658,100016220,training
2659,100016228,training
2660,100016229,training
2661,100016232,training
2662,100016234,training
2663,100016246,training
2664,100016254,training
2665,100016255,training
2666,100016256,training
2667,100016267,training
2668,100016272,training
2669,100016277,training
2670,100016336,training
2671,100016347,training
2672,100016369,training
2673,100016381,training
2674,100016384,training
2675,100016386,training
2676,100016395,training
2677,100016425,training
2678,100016433,training
2679,100016447,training
2680,100016456,training
2681,100016460,training
2682,100016464,training
2683,100016466,training
2684,100016470,training
2685,100016475,training
2686,100016482,training
2687,100016486,training
2688,100016487,training
2689,100016492,training
2690,100016494,training
2691,100016520,training
2692,100016527,training
2693,100016531,training
2694,100016534,training
2695,100016535,training
2696,100016537,training
2697,100016540,training
2698,100016554,training
2699,100016561,training
2700,100016563,training
2701,100016580,training
2702,100016617,training
2703,100016623,training
2704,100016635,training
2705,100016646,training
2706,100016650,training
2707,100016668,training
2708,100016691,training
2709,100016700,training
2710,100016738,training
2711,100016749,training
2712,100016752,training
2713,100016768,training
2714,100016769,training
2715,100016772,training
2716,100016775,training
2717,100016816,training
2718,100016819,training
2719,100016820,training
2720,100016822,training
2721,100016824,training
2722,100016831,training
2723,100016832,training
2724,100016841,training
2725,100016844,training
2726,100016910,training
2727,100016932,training
2728,100016934,training
2729,100016940,training
2730,100016949,training
2731,100016951,training
2732,100016967,training
2733,100017006,training
2734,100017010,training
2735,100017017,training
2736,100017018,training
2737,100017024,training
2738,100017027,training
2739,100017048,training
2740,100017051,training
2741,100017056,training
2742,100017059,training
2743,100017060,training
2744,100017068,training
2745,100017073,training
2746,100017087,training
2747,100017092,training
2748,100017093,training
2749,100017095,training
2750,100017098,training
2751,100017102,training
2752,100017104,training
2753,100017110,training
2754,100017130,training
2755,100017133,training
2756,100017136,training
2757,100017139,training
2758,100017143,training
2759,100017148,training
2760,100017179,training
2761,100017218,training
2762,100017222,training
2763,100017226,training
2764,100017232,training
2765,100017233,training
2766,100017247,training
2767,100017269,training
2768,100017274,training
2769,100017279,training
2770,100017303,training
2771,100017304,training
2772,100017307,training
2773,100017310,training
2774,100017322,training
2775,100017323,training
2776,100017344,training
2777,100017367,training
2778,100017371,training
2779,100017378,training
2780,100017429,training
2781,100017441,training
2782,100017451,training
2783,100017477,training
2784,100017478,training
2785,100017480,training
2786,100017487,training
2787,100017500,training
2788,100017514,training
2789,100017516,training
2790,100017518,training
2791,100017536,training
2792,100017552,training
2793,100017554,training
2794,100017575,training
2795,100017581,training
2796,100017585,training
2797,100017591,training
2798,100017595,training
2799,100017644,training
2800,100017651,training
2801,100017670,training
2802,100017672,training
2803,100017675,training
2804,100017680,training
2805,100017689,training
2806,100017701,training
2807,100017714,training
2808,100017740,training
2809,100017744,training
2810,100017748,training
2811,100017749,training
2812,100017759,training
2813,100017800,training
2814,100017803,training
2815,100017813,training
2816,100017821,training
2817,100017823,training
2818,100017826,training
2819,100017836,training
2820,100017841,training
2821,100017844,training
2822,100017853,training
2823,100017864,training
2824,100017868,training
2825,100017869,training
2826,100017889,training
2827,100017898,training
2828,100017911,training
2829,100017914,training
2830,100017943,training
2831,100017945,training
2832,100017949,training
2833,100017964,training
2834,100018019,training
2835,100018031,training
2836,100018053,training
2837,100018056,training
2838,100018059,training
2839,100018078,training
2840,100018085,training
2841,100018091,training
2842,100018113,training
2843,100018115,training
2844,100018126,training
2845,100018127,training
2846,100018136,training
2847,100018137,training
2848,100018140,training
2849,100018151,training
2850,100018152,training
2851,100018156,training
2852,100018158,training
2853,100018159,training
2854,100018163,training
2855,100018176,training
2856,100018180,training
2857,100018181,training
2858,100018182,training
2859,100018196,training
2860,100018200,training
2861,100018215,training
2862,100018227,training
2863,100018228,training
2864,100018236,training
2865,100018240,training
2866,100018247,training
2867,100018257,training
2868,100018262,training
2869,100018276,training
2870,100018309,training
2871,100018323,training
2872,100018336,training
2873,100018364,training
2874,100018370,training
2875,100018376,training
2876,100018378,training
2877,100018381,training
2878,100018389,training
2879,100018473,training
2880,100018516,training
2881,100018521,training
2882,100018522,training
2883,100018530,training
2884,100018532,training
2885,100018575,training
2886,100018576,training
2887,100018591,training
2888,100018594,training
2889,100018608,training
2890,100018613,training
2891,100018618,training
2892,100018622,training
2893,100018626,training
2894,100018639,training
2895,100018642,training
2896,100018658,training
2897,100018665,training
2898,100018691,training
2899,100018697,training
2900,100018707,training
2901,100018719,training
2902,100018724,training
2903,100018726,training
2904,100018731,training
2905,100018733,training
2906,100018734,training
2907,100018737,training
2908,100018739,training
2909,100018740,training
2910,100018741,training
2911,100018747,training
2912,100018758,training
2913,100018775,training
2914,100018780,training
2915,100018788,training
2916,100018809,training
2917,100018813,training
2918,100018820,training
2919,100018821,training
2920,100018879,training
2921,100018893,training
2922,100018906,training
2923,100018907,training
2924,100018916,training
2925,100018921,training
2926,100018942,training
2927,100018944,training
2928,100018962,training
2929,100018975,training
2930,100018977,training
2931,100019011,training
2932,100019014,training
2933,100019033,training
2934,100019038,training
2935,100019053,training
2936,100019078,training
2937,100019096,training
2938,100019116,training
2939,100019117,training
2940,100019126,training
2941,100019131,training
2942,100019135,training
2943,100019136,training
2944,100019140,training
2945,100019141,training
2946,100019147,training
2947,100019153,training
2948,100019161,training
2949,100019162,training
2950,100019168,training
2951,100019172,training
2952,100019190,training
2953,100019194,training
2954,100019196,training
2955,100019201,training
2956,100019206,training
2957,100019211,training
2958,100019222,training
2959,100019228,training
2960,100019234,training
2961,100019237,training
2962,100019247,training
2963,100019250,training
2964,100019255,training
2965,100019259,training
2966,100019268,training
2967,100019288,training
2968,100019291,training
2969,100019302,training
2970,100019310,training
2971,100019314,training
2972,100019316,training
2973,100019324,training
2974,100019326,training
2975,100019334,training
2976,100019363,training
2977,100019380,training
2978,100019382,training
2979,100019393,training
2980,100019395,training
2981,100019399,training
2982,100019403,training
2983,100019406,training
2984,100019407,training
2985,100019422,training
2986,100019426,training
2987,100019432,training
2988,100019441,training
2989,100019462,training
2990,100019488,training
2991,100019494,training
2992,100019513,training
2993,100019516,training
2994,100019519,training
2995,100019532,training
2996,100019583,training
2997,100019587,training
2998,100019588,training
2999,100019595,training
3000,100019610,training
3001,100019612,training
3002,100019617,training
3003,100019620,training
3004,100019623,training
3005,100019628,training
3006,100019630,training
3007,100019632,training
3008,100019633,training
3009,100019639,training
3010,100019641,training
3011,100019647,training
3012,100019653,training
3013,100019659,training
3014,100019662,training
3015,100019693,training
3016,100019696,training
3017,100019705,training
3018,100019714,training
3019,100019750,training
3020,100019757,training
3021,100019762,training
3022,100019772,training
3023,100019779,training
3024,100019833,training
3025,100019836,training
3026,100019837,training
3027,100019851,training
3028,100019852,training
3029,100019853,training
3030,100019856,training
3031,100019863,training
3032,100019865,training
3033,100019867,training
3034,100019868,training
3035,100019880,training
3036,100019882,training
3037,100019888,training
3038,100019899,training
3039,100019900,training
3040,100019989,training
3041,100019998,training
3042,100020013,training
3043,100020016,training
3044,100020017,training
3045,100020023,training
3046,100020029,training
3047,100020037,training
3048,100020042,training
3049,100020063,training
3050,100020068,training
3051,100020069,training
3052,100020073,training
3053,100020075,training
3054,100020077,training
3055,100020089,training
3056,100020091,training
3057,100020095,training
3058,100020114,training
3059,100020145,training
3060,100020149,training
3061,100020160,training
3062,100020166,training
3063,100020189,training
3064,100020193,training
3065,100020203,training
3066,100020211,training
3067,100020234,training
3068,100020237,training
3069,100020245,training
3070,100020250,training
3071,100020260,training
3072,100020267,training
3073,100020270,training
3074,100020274,training
3075,100020275,training
3076,100020277,training
3077,100020279,training
3078,100020281,training
3079,100020303,training
3080,100020323,training
3081,100020337,training
3082,100020368,training
3083,100020369,training
3084,100020393,training
3085,100020404,training
3086,100020425,training
3087,100020429,training
3088,100020432,training
3089,100020445,training
3090,100020450,training
3091,100020462,training
3092,100020465,training
3093,100020484,training
3094,100020488,training
3095,100020495,training
3096,100020497,training
3097,100020502,training
3098,100020505,training
3099,100020509,training
3100,100020519,training
3101,100020521,training
3102,100020552,training
3103,100020557,training
3104,100020560,training
3105,100020562,training
3106,100020570,training
3107,100020577,training
3108,100020584,training
3109,100020639,training
3110,100020678,training
3111,100020690,training
3112,100020691,training
3113,100020694,training
3114,100020695,training
3115,100020698,training
3116,100020701,training
3117,100020703,training
3118,100020704,training
3119,100020711,training
3120,100020713,training
3121,100020715,training
3122,100020720,training
3123,100020725,training
3124,100020730,training
3125,100020731,training
3126,100020734,training
3127,100020740,training
3128,100020742,training
3129,100020743,training
3130,100020751,training
3131,100020753,training
3132,100020756,training
